review,emotion
가성비 좋고 예약하기 좋고 복잡하지 않아 좋음 해마다 회식 모임 서너번은 여기서 함,1
피자 맛있습니다 맥주도 괜찬고 자리도 넓은편입니다 간단히 차하기 좋은곳,0
여자 알바가 싸가지가 겁나 없음 비추,0
피자도 맛있고 맥주도 맛있어 피맥하기 좋습니다,1
맥주가 진하고 맛있음 메뉴도 다양하고 맛잇음 슈바인학센은 슈바인학센이 아님,1
외관이랑 간판 보고서 긴가민가했는데 들어가보니 완전 펍분위기  분위기 좋고 가성비도 좋아요,1
피자맛 맥주맛 끝내주고 화장실도 매우 깨끗합니다,1
너무 맛있게 먹었어요 오랫만에 번째 방문이었는데  조만간 또 가서 먹어야겠아요 엄청 친절하더라구요  먹는 방법부터 반찬도 바로바로 챙겨주시구 너무 맛있게 먹었습니다,1
맛도 깔끔하고 서버도 친절했다 엘리베이터도 있어서 어르신 모시기에 좋다,1
존맛탱인데 강남이라서 그냥그저그런느낌이기도한데 이모님들은 또 넘 친절하시고 애증의 삼호복집ㅎ,1
예전엔 맛있었고 유명했고 지금은 지리는 좀 덜 짰으면하고 가격말고 질도 생각했으면,0
코스요리,1
눈탱이 소주 한 병 천원 복을 잘 해서 이문을 남겨야지 왜 소주를 안타까웠다,0
복요리 맛집 점심특성 맛있음,1
훌륭한 복요리집,1
무난이라 쓰고 평범이라 읽다,0
음 누가사주면 갈거다 복어는 역시 지리지라,0
개인 메뉴 없어지고 가격은 더 올리고 맛은 별로 그닥,0
복집하면 이집,0
짜장면 맛있었어요 양이 약간 적은가 했는데 볶음밥까지 시키니까 엄청 배부르더라고요 볶음밥은 약간 짰던게 아쉬웠어요,1
막 이것 저것 시켜서 우당탕탕 계속 먹게는 되었는데 너무 취했는지 잘 기억은 없다 그래도 꾸준히 안주 한 두 개씩 집어먹게 되는게 괜찮은 술집이라고 생각이 든다 전반적으로 프랜차이즈 중식 포차 중에서 꾸준한 퀄리티를 유지하고 있다 문신 덕지덕지에 불친절한 자신이 힙스터라는 그 생각에 사로잡혀버린 그런 알바도 덜 보여서 좋다 너무 많이 시켰는지 돈이 좀 나오긴 했는데 전반적으로 나쁘지는 않다 근데 리춘시장에 자리있으면 리춘시장에 가게 되긴 하더라,0
직원들이 겁나 융통성없고 핵불친절 다들 나이 먹을만큼 먹고 서른이 넘었는데 명 중 한명만 신분증 없다고 내쫒아버림ㅋ 이 나이에 누가 무조건 신분증 지참하고 다니나요 입장부터 신분증 검사한것도 아니고ㅋㅋ 물까지 다 따르고 메뉴 천천히 다 고르고 시킬 때 갑자기 신분증 검사하고요 테이블도 몇 테이블 없었는데 갑자기 내쫒아버림 개노답 없는사람은 그럼 술 안마시겠다 해도 술안시킨다해도 전체 검사안하면 주문 자체가 안된다하심 결국 없는 명만 집가서 가져왔잖아요 ㅎㅎ 융통성좀 챙기시고 일하세요 그렇게 굉장히 중요하면 꼭 입장할 때 검사하세요 용용선생 좋아하는데 강남역점 개노답입니다 서른에 이게 뭐람  이건 신분증 검사받아서 기분좋지도 않고 너무 불쾌하고 노답이었네요,0
용용선생을 여러군데 가보았지만 강남점이 제 처음 용용선생 경험이기도 해서 그런지 항상 더 맛있게 다가오는 것 같습니다,1
가성비 사람 많아요,0
진짜너무맛잇음 근데 내부가 좀 많이 시끄러움,1
주민등록법 제조 제항 및 제조 제항에 따라 주민등록증 모바일 확인서비스의 이용은 주민등록증의 이용과 동일한 효력을 가진다 위조인지 여부를 확인할 수 있게  앱 화면에 바코드와 코드가 뜹니다 실물 신분증은 위조된 것일 가능성이 없나요 오히려 모바일 신분증은 바코드와 코드로 위조 여부를 더 명확히 가려낼 수 있습니다 사장님께서 괴상한 논리로 손님의 정당한 권리를 부정하시네요,1
마라전골 너무 맛있습니다 다만 인기가 워낙 많아서 예약필수고 사람들이 많다보니 시끌벅적한 분위기입니다,1
병원에서도 모바일 신분증으로 진료받는 세상에서 모바일 신분증은 입장불가라니 ㅋㅋ 웃고갑니다 아득바득 대댓단게 행정안전부 확인ㅋㅋㅋㅋ 다시 웃고 사진 첨부 하고 갑니다,0
괜찮았던 곳,0
맛은 있고 있는데 노래 볼륨 좀 어케 해줘요,0
모바일 신분증안받아줌 개열받네 맛은있음,0
음식도 다 맛있고 게임도 있어서 재밌는데 좀 많이 시끌벅적해용,1
갠찮아여 양많아요 여자 두명가면 좀 남겨요,1
맛있는데 빅뱅 노래가 큰 볼륨으로 계속 나와요,1
고추유린기랑 맥주 마셨는데 계속 생각납니다 분위기는 시끄러워서 대화는 잘안되었는데 그래도 맛있어서 좋은 후기입니다,1
난 바이럴마케팅 쩌는 가게인줄 알고 기대 없었는데 그냥 맛이 개쩌는 거였다고 한다 개맛있다 근데 웨이팅 너무 사악하다 어플 대기 열리자마자 분만에 신청했는데도 번째인가 번째인가 그렇고 디너타임 현장대기줄이 이미 먼저 한차례 들어가고 어플이 열리는거라 시에 문앞에 줄선거아니면 기본 시간반은 기다린다고 봐야됨 마라전골 미쳤고 유린기 개맛있고 볶음밥 개맛있고 후추우삼겹볶음인지 뭔지 개맛있음 그냥 다 맛있음 암거나 시키셈,1
맛있고 분위기도 좋아요 갈때마다 웨이팅이 있는데 그리 길진 않아 기다릴만 했습니다,1
알바분들이 너무 친절해요 ㅠㅠ 알바분들 힘드시니까 친절까지 바라지않았는데 너무 친절하게 해주셔서 좋았어요 맛은 뭐 말모 맛있구요,1
맛있고 좋아요,1
 화산마라전골  계란볶음밥 웨이팅이 있어 기다려야한다 안에 사람이 많다보니 많이 시끄러운 감이 있어 앞사람과도 대화하기 어렵긴 하다 솔직히 화산마라전골보다 계란볶음밥이 개맛도리였다 레시피 훔쳐오고 싶었음,1
토요일 대기번 웨이팅 한시간반기다림 고기들어간 음식에서 잡내났음 시끄러워서 고함지르면서 대화해야함,0
굿,1
평소에 자극적인 걸 좋아하지 않는데 여긴 인정 음식들이 맛있게 자극적임 위의 메뉴들 추천 받아서 다 먹어봤는데 다 인정 음악이 시끄러워서 대화하기는 힘들지만 ㅠㅠㅠㅠ,1
멘보샤랑 코코넛 아이수크림 맛앗오용,1
마라전골 맛있습니당,1
대기가 매번있지만 맛있습니디,1
프렌차이즈 식당이지만 음식 맛이 아주 좋다 마라를 적당히 써서 음식맛을 살리는 솜씨가 뛰어나다,1
분위기도 좋고 맛도 좋은 용용선생,1
대기가 많이 길고 내부가 많이 시끄러운게 단점이지만 음식은 다 맛있어요 마라전골이랑 유린기 합이 잘 맞아요,1
마싰음 직원분들도 친절함 오래기다리는게 단점 다만 구석자리에 앉으면 통로가 좁아서 직원 부르는게 힘듬,1
그동안 간 용용선생 중 가장 후순위 그나마 용용선생이어서 먹을만함 깐풍기 너무 잘게 썰고 너무 시끄러웠음,0
너무 맛있습니다 특히 유림기 웨이팅한 의미가 있었습니다,1
사람이 항상 많네요ㅠ 다른 지점에 비해 마라전골이 그저그랬어요 그래도 메뉴가 전체적으로 다 맛있고 여긴 후식 사탕도 주시네용,1
너무 기대하면 실망할수있지만 ㅎㅎ 맛은 있게 먹고 왔어요 내부가 특색은 있는데 너무 시끄럽습니다 ㅎㅎ,0
그냥 그럼 딱 대 초가 좋아할 맛,0
계란 볶음밥 이렇게 맛잇을 일이냐구ㅠ 대신 웨이팅 미쳑어요ㅜㅜ,1
용용선생 맛있어요,1
화산전골이랑 유린기 맛있습니다 민증 검사하는게 신기하네요,1
맛있어요 양이 적고 쬐끔 비싸지만 많이 먹어서 일지도 맛있으니까 이해한다 좋아요,1
낫베드,0
용용선생 맛잇어요,1
그냥 마라 전골인데 약간 육개장 느낌의 국물 한식이 가미된 마라전골,1
핵존맛은 아니지만 그래도 납득할 수준으로 맛있는 음식과 술 생소한 메뉴를 고르는 재미 테이블에 집중하게 하는 조명 분위기는 좋았다 다만 테이블간 간격이 좁고 사람이 가득차 있어 일행과 대화가 힘들다,1
유린기 하이볼 존맛 어두운 조명 분위기 좋아여,1
맛있어요 자꾸 생각나요 먹은 뒤 여운이 더 강해요,1
토요일 시 분에 갔는데 웨이팅 있었어요 음식은 하나같이 다 맛있었는데 테이블은 넷이서 앉기엔 좁았습니다,1
 토요일 저녁 시 반쯤 줄 섰고 진짜 내생이 이렇게 긴 줄은 처음봤음 ㅠㅠ 샌각보다 수용인원이 많아서 들어가겟다 싶었는데 딱 내 앞에서 잘려서 시간 정도 기다린 듯 ㅎㅎ 유린기랑 칠리새우 시켰고 진짜 안주 넘 맛있었다 유린기 바삭한데 고기는 촉촉하도 소스가 진짜 짱임 시간은 기다릴만 함 ㅎㅎㅎ 단 술집답게 너무 시끄럽고 테이블간격 좁은 것은아쉬움,1
최악의 융통성 신분증 모바일 신분증 국가에서 발급받음에도 불구하고 안된다고 경찰청에서 발급받았는데 안된다고 하니 너무 당황스럽네요 ㅋㅋㅋ,0
웨이팅 해서 먹을곳은 진짜 아님 유린기 바삭하고 소스는 맛있었으나 브라질리언닭 누린내가 많이 남 우육면 그냥 짬뽕맛임 걍 술안주로는 괜찮을수도,0
웨이팅 길지만 맛있어요,1
하루에 두번 먹어도 가능,1
테이블링으로 미리 원격줄서기 하고 가세요 평일 저녁에 시간 웨이팅함 알바생 친절하고 마라전골은 생긴 것보다 안 매워요 마라맛보단 사골맛이 더 많이 남 맛있음 술집이라 그런지 너무너무 시끄러워서 친구랑 말하려면 소리질러야 들려요  오래 앉아있긴 힘듦,1
맛있어요 시 정각에 줄 서있었는데도 잘려서 웨이팅 등록했어요 ㅠ 테이블링으로만 예약하시면 안 되고 현장에서 번호 등록해 주셔야 순서 안 밀려요 유림기가 맛있대서 시켰는데 바삭하니 맛있고 마라전골은 말뭐  고량주칵테일도 안 쓰고 달달하니 맛있었어용 아쉬운 건 테이블 간격이 별로라는 점,1
줄서는 곳은 이유가 있다 마라전골이랑 연태토닉 진짜 미친듯 ㅜ 술이 술술 들어감 후기보고 차에서 테이블링 원격줄서기했는데 좋아요 ㅋㅋ 평일은 은근히 빨리 빠져용,1
가격도 그냥저냥이고 서버분들도 친절해서 좋은데 일단 좌석 간 간격이 너무 좁아서 뭐라도 제대로 얘기를 하는거 자체가 불가능하고 남의 침 먹다 갈 것 같아요 그리고 사진 올린 메뉴는 나오자마자 찍은건데 양이 너무 창렬 아닌가요ㅜ 먹다 찍은 것 같이 나올 정도로 처음 받고 당황했던 양이에요,0
테이블링 웨이팅 미리 하고 가면 딱 좋음 마라전골 굿,1
웨이팅 진짜 무지막지 그래도 기다릴만한 맛집 팁 차 가기전 번호등록 먹다보면 전화와서 차로 가기 딱좋음,1
맛은있는데 이렇게 오래 기다려도되는걸까 생각이 문득 드는,1
웨이팅 길다고 해서 미리 테이블링으로 원격줄서기해서 갔더니 얼마 안기다려서 바로 들어감 마라전골 마라초심자에게 추천 유린기 존맛탱 자꾸 생각나는 맛 다만 주점이라 내부가 좀 시끄러워서 대화하기엔 어려움,1
웨이팅이 좀 있었지만 그래도 싸고 맛있어요,1
어딜 가나 사람이 많은 용용선생 메뉴들이 깔끔하게 센스있다 매운 것도 적당하고 인기 많은 이유가 있긴 함,1
예약안하고 웨이팅했는데 운좋게 빨리 들어갔네요 세트메뉴 추천도 해주시고 잘먹었습니다,1
줄서면서까지 왜먹지 싶은 맛 마라탕은 그냥 마라탕 전문점 가서 드세요ㅠㅠ 유린기 맛있다는 분들도 찐 맛집 안가보신둡 그냥 전체적으로 무난했고 맛집까진 아니었어요,0
마라바지락볶음 절대먹지마세요 짠걸 떠나서 바지락 껍데기 여러개가 잘게 부서져있어서 엄청 씹힘 골라내는데도 욕보고 입맛뚝떨 이걸 먹으라는 건지 기본이 안되어있음,0
유림기 겁나 맛있었다 강남서 이가격에 이맛 흔치는않음,1
용용선생 홍콩주점 무난하게 먹고 싶을 때 자주 간다,0
마라는 비주얼은 좋은데 맛은 생각보다 그냥 그랬고 오히려 유린기가 정말 맛있었다 재방문 의사는 있고 마라 대신 유린기하고 볶음밥 다시 시켜먹을 것 같다,1
가격대가 좀 있어요 유림기가 제일 맛있었습니다 화산마라전골은 덜 얼얼한 마라탕 맛 바지락은 전반적으로 해감이 안 되어있었어요ㅜ 여기서만 판다는 아사간열 마셔봤는데 전 연태고량주가 더 좋더라구요,0
마라하면 여기 스트레스 쫙풀리구 너무맛있다 마라중 최고 양념 어떻게 만드는지 물어보고싶다 ,1
홍콩맛 한국맛 홍콩인테리어의 한국주점,1
가격대비 만족도가 조금 아쉬워요 재방문 계획은 없습니다,0
카카오맵 선생님들 늘 믿어왔는데처음으로 실망하고 갑니다ㅠㅠ 유린기와 마라전골을 먹었는데 둘다 홍콩중국식 음식이라기엔 한국화된 음식이었습니다 유린기는 약간 상큼한 소스가 묻어있는 후라이드 치킨같았고 마라전골 역시 엄청 단순한 맛이 나서 아쉬웠습니다 마치 한국식 다데기에 마라소스만 추가한 듯한 맛게다가 너무 짜기도 했구요 술의 경우에도 옌징 맥주와 용용선생에서만 먹을 수 있는 고량주를 먹었는데 모두 엄청 부드럽게 넘어가는 스타일이었지만 맛이 약해서 칭따오나 연태고량주나 먹을 걸 후회했습니다 하지만 정통 중국홍콩 맛에 거부감이 있는 분들이면 오히려 더 입에 맞을 수 있다는 생각이 들었습니다 술도 고량주 특유의 쎈맛을 싫어하시면 좋아할 것 같아요실제 독주를 싫어하는 동행인은 이 고량주를 더 맘에 들어했고 마라전골도 짜지만 익숙한 맛이라며 맛있게 먹었답니다적당히 힙하고 귀여운 인테리어도 장점입니다 직원 분들도 친절하시고 그럼에도 카카오 후기 점에는 절대 걸맞지 않은 음식이라고 생각됩니다ㅠ 기대가 높았던 만큼 더욱 낮은 점수 드립니다,0
아여기 너무 맛있어요 마라전골 말고도 볶음밥이랑 꿔바로우랑 무슨 닭튀김까지 먹었는데 메뉴가 다 진짜진짜 맛있어요 일요일 시쯤 들어갔는데 시부터 웨이팅 생겼던거 같아여 담엔 유림기 먹으러 또 갈겁니다 완전 강추강츄 ,1
음식 다 맛있고 분위기도 좋아용 다만 너무 시끄러워서 코로나 걸리기 딱 좋아보임,1
금요일 시쯤 가면 웨이팅 분정도 있어요 음식 전부다 너무 맛있어요,1
존맛탱임당 하이볼도 진짜 마싯음,1
쥰맛탱구리 마라 꼭 드세요 그게 최고임,1
분위기 진짜 장난아님 고량주 맛 미쳤구요 존맛임 진짜ㅠㅠ,1
분위기에 한번 반하고 맛에 또 반하고 강추강추 메뉴가 다 맛있는곳 쉽지않은데 여긴 진짜 맛집으로 인정번창하세요,1
고량주 한번 먹어봤는데 왜 홍보하는지 알꺼같아요 신세계ㅋㅋㅋㅋ,1
안주 하나하나 버리기 정말 아까운집 계속 먹다보면 안주도 모질라고 술도 모질라욬ㅋㅋ,1
맛이랑 인테리어랑 한번에 잡은곳 마라 매니아들이라면 꼭 한번 가볼만해요,1
진짜 ㅠㅠ너무 맛있어요ㅠㅠ 사장님 너무 친절하시구 저희 연속 번째 방문중 ㅠㅠ 안주가 진짜 맛있으니 술이 그냥 물처럼 들어가요,1
가성비 생각하면 진짜 꼭 가야되는 맛집임개인적으로 우육탕면도 맛있다고 생각함,1
평일에도 사람많은 곳이라 한번가려면 진짜 일찍가는것을 추천 마라전골이랑 고량주랑 한잔 딱캬,1
사장님이 엄청 친절하심ㅋㅋ맛도맛이지만 서비스가 좋으면 계속 가고싶어지더라구요,1
항상갈때마다 웨이팅 있는집 먹기 힘들지만 그만큼 기다리면서 먹을만한 맛집,1
안주 진짜 다 맛있는데 그중 최고는 고추바삭유린기 안먹으면 바보 시 오픈이라 시 분에 입장했는데 저희 다음에 다 웨이팅이었어요 ㅠㅜ 참고하시길,1
고량주하이볼 너무 깔끔하니 맛있고 안주가 마라맛이 제대로 나는게 대박이었어요바지락이 마라맛 더 셈 늦게 방문했더니 시간이 없어서 오래앉아 먹지 못하고 안주 도장깨기만 하다 나왔지만 분위기안주술고량주하이볼 모두 정말 괜찮은 집 우육탕면은 국물 매콤하고 시원해서 용용선생 간다면 필수로 시켜야할 메뉴에요 다음에 가게된다면 유린기도 꼭 먹어보는걸로,1
진짜 맛있었어요 마라탕이랑 유린기는 꼭 시켜야하고 제가 고량주를 좋아하는데 정말 ㅜㅜㅜ 너무 맛있어서 계속 시켰네요 ㅋㅋㅋㅋㅋ 분위기도 좋고 음식도 맛있는 곳이에요 남양주에도 생겼으면 좋겠다,1
같이 시킨 다른 안주는 맛있었는데 마라 먹으러 오는 건 비추합니다 아니면 무조건 뭐 추가해야됨 마라맛도 안 강하고 뭔가 퓨전적인 중식 술집으로는 괜찮은 듯 조금 시끄러웠던 기억이 있음 매장 인테리어 예뻐서 좋음,1
나쁘지않은 가격에 술안주하기 좋은곳,1
고량주하이볼과 마라전골 ㅁ쳤죠 한국인의 맛 냉채도 넘 맛있어요,1
마라전골 개꿀맛 ㅠㅠ 직원분들 친절해서 좋았어요,1
맛있어요 사장님매니저님도 매우 친절,1
존맛,1
가격좋고 맛좋고 분위기좋고,1
마라전골 맛있음 사람많음,1
굿,1
무난해요,1
우삼겹이랑 유린기 먹었는데 음식도 맛있고 분위기도 좋았어요 가격대도 강남치고 완전 괜찮았네요 오픈한지 얼마 안되었다하셨는데 이대로만 오래갔으면 좋겠네요,1
친절,1
단체모임하기에 완벽한 공간 넓고 쾌적한 자리가 너무 남아서 걱정 계속 오고 싶은데 가게 없어지기 전에 제발 많이 와주시길,1
노래방은 서비스지만 너무,0
주류 음식과 함께 게임도 즐길 수 있는 곳 단체가 함께 놀기에도 적격,1
회식장소로 적절함 농구나트탁구노래방 다있음,1
강남메인에서 떨어져있지만 넓고 놀기 좋은 술집 회식하기 좋은 곳같아요,1
먹고있는데 그릇치우고 테이블닦고 너무 산만함,0
회식으로 왔는데 응대가 정말 너무 친절하시고 회도 신선해서 기분좋기 맛있게 먹었습니다,1
소주가 원,0
활복지리 코스 먹었는데 직원분도 친절하고 좋았습니다 어른이나 직장 거래처 등 대접하기에 딱 좋습니다,1
맛있고 친절합니다,1
단체예약받았다고 다음에 방문해달라는 성의없는 예약일 이틀전 문자통보 당신같으면 다시방문하고 싶겠나,0
복어쇼 조리실장의 가지 술을 마셔봐야 단골이라 할 수있고 맛을 논할 수 있죠 역시 아는 만큼  친한 만큼 맛있는게 이집입니다,1
 ,1
사회초년생 강남에서 일할때 자주 갓던집 오랜만에 강남 갈 일이 생겨 다시 갔는데 여전히 장사 잘되고잇더군요 옆테이블에 막내직원같은 사람하고 직급 있어보이는 아저씨 둘 앉아있었는데 반찬 혼자 퍼나르는 막내직원을 보고 조금 짠하면서 과거가 생각나기도했어요 ㅜ,1
곱창뚝배기 먹었는데 곱창도 넉넉하고 국물도 진해서 맛있게 잘 먹었습니다 ㅎㅎ 다만 잡채가 차가운게 아쉬웠어요 ㅜㅜ 떡볶이는 맛있어요,1
깔끔하고 맛있어요 친절하시고 식기와 반찬들도 정갈해요 국밥 먹고 싶으면 퇴근하고 또 들릴게요,1
가성비 좋습니다 음식도 맛있어요,1
진짜  대존맛 케베갔다가 지쳐서 한식 먹고 싶어가지구 검색해보고 갔는데 너뮤 너무ㅜ 너무 너무 맛있어요 곱창 뚝배기는 곱창전골 인분같은 느낌이고 얼큰 시래기도 깔끔하고 맛있어요 반찬 무한으로 편히 갖다 먹을 수 있는 점도 좋았습미다,1
소울푸드 힐링푸드 그 잡채 기분탓일수 있겠지만 먹고나면 몸보신 되는 기분이에욥,1
시래기곱창뚝배기 최애메뉴,1
강남치고 싸다고 생각했는데 맛이나 퀄리티가 그 값입니다 국과 찌개 등 메인 메뉴들은 괜찮은데 밥이랑 반찬들이 많이 아쉽습니다 여기서 맛있다는 분들은 시래기 제대로 못 드셔본 것 같네요 친절하신데 많이 아쉬운 식당입니다,0
반찬이 무한리필이라서 좋았다 그리고 직원분들이 베리친절,1
가격대비 그냥 원 백반보다 못한듯 한 느낌의 집 반찬 무한리필 이라고는 하지만 식사와 같이 곁들일 만한 반찬 수준이 안되고 최소한 김치라도 맛나면 좋을테지만 담근지 하루이틀정도의 덜 숙성된 김치 ㅠㅜ 가성비 매우 나쁨 원의 가치가 안됨 ㅠㅜ 그냥 먹을것 없는 직장인들이 어쩔수 없이 선택해야만 하는 그런 느낌이였습니다 아쉽네요 ㅡㅡ,0
 방문 근래 먹은 시래기중에 가장 깊은 맛 셀프바가 엄청 다양하고 퀄리티가 엄청 좋음 도토리묵이 있었는데 단순 셀프바 퀄리티가 아닌 것에 깜짝 놀람 뚝배기 크기는 작은 편이지만 인근 강남 식당에 비하면 아니 그냥 요즘 식당 가격 생각하면 엄청난 가성비 체인점이긴 하지만 다른 곳이랑 견주어도 제일 맛있을 거라고 확신합니다,1
중학생인 딸이 알려준 곳 가성비가 괜찮다며 친구들이 추천했다고 합니다 주변 직장인들이 많이 방문하며 약간 부산한 분위기만 빼면 음식이 전반적으로 정갈하고 맛있습니다,1
맛있어요 사장님도 친절하시고 음식이 제대로예요 수육이랑 시래기국밥 최고입니다,1
음식도 정말 맛있고 일하시는 분들도 정말 친절하셔서 기분 좋게 먹고 갔어요 자주 찾아갈 계획입니다,1
강남의 유일한 양심,1
넘 맛있음 보쌈 정식 먹었는데 양이 좀 부족하다고 생각할 수는 있지만 맛과 친절과 셀프 반찬들로 충분히  그 이상 값어치를 함 가게도 깨끗하고 테이블 정리 청소도 매우 열심히 하심 강남의 비싸기만 비싸고 맛은 그럭저럭인 곳 갈 바에 여기 오는게 오천배 더 만족도 높을 듯 강추드림니다,1
집밥 먹는 것 같은 맛있고 정성 들어간 반찬들과 식사도 깔끔하고 맛있어요 무엇보다 남자사장님이 너무 친절하셔서 정말 가게가 잘 되었으면 좋겠습니다 반찬 셀프바도 반찬이 하나하나 다 맛있어요,1
얼큰시래기 속풀리는 맛 반찬까지 넘 맛있었어요,1
보통임 약간 짬,1
기본반찬들도 간이 쎄지않고 맛있습니다 그리고 소스가 귀여웠습니다,1
반찬 하나하나에 정성이 들어간 것이 느껴집니다,1
크 맛있다 리뷰 남기고 싶어지는 집 떡볶이도 진짜 맛있음ㅋㅋ 국밥맛집 떡볶이맛집,1
역시 맛있어요 든든하게 먹고 갑니다,1
걸쭉한 들깨국 반찬 무한리필,1
크게 호불호도 없고 완전 맛있어요ㅜㅜ 반찬바도 무료로 이용할 수 있고 가격도 합리적인 것 같아요 제 강남역 식당 픽,1
넘 친절하고 깨끗해요 모든 메뉴가 호불호 없이 넘 맛있어요,1
양이 적은 감은 있지만 강남역 밥집이고 셀프바 생각하면 이해할 수 있는 정도 위생에 신경쓰려는 것이 잘 보였고 알바분들 친절 맛도 기대한 대로임 맛있음,1
혼밥 손님 고객 응대 최악 점심피크시간대 피해서 갔고 사람도 별로 없었음 국 뚝배기랑 밥 제멋대로 놓고 가는 곳은 첨 봄 최소한 먹는 사람 앞에는 놔줘야 할 걸 아님 뚝배기랑 밥 손님 앞쪽으로 놔주기가 그렇게나 귀찮은지 상 끝에다가 놓고 감 손님이 재배치해서 먹어야 됨 친절함이나 과한 응대를 바란 것도 아니고 그냥 기본만큼만 해도 상관없는데 결제할 땐 아무 말도 안 하고 카드 주고받고 나가기까지 종업원이 말을 하마디도 안함ㅋㅋ 계산하고 나오는데 결제했습니다라는 말을 원하는 것도 아니고 굳이 인사를 바라는 것도 아니었지만 앞에 있던 일 때문에 기분이 나빠짐 도마 수육 시래깃국 맛은 무난한 맛임 누가와도 불평없는 맛 무한리필해 주는 반찬도 기본은 함,0
반찬 무한리필 갓성비 최고입니다 정말 메인도 반찬도 다 너무 맛있어요,1
도마수육정식 만원 씨앗된장 시래기 천원 두 명이서 잘 먹고 갑니다 잡채 연두부 샐러드 묵 반찬도 무료로 추가 이용가능한 곳,1
말모말해 모해 입니다 진짜 진짜 맛있어요 반찬두 진짜 진짜 많고 특히 떡볶이 너무 맛있어요ㅠㅠ 거덜내고 싶어요 그리구 맨날 가서 먹는 수육정식과 시래기 국 너무 맛있어서 설거지 하고 온답니다 시래기국 진짜 담에 갈땐 포장해가려고요 진짜 맛이쩌ㅠㅠㅠ,1
점 대시래기국 들깨국물이 찐득한게 진짜 맛있어요 그런데 단품이랑 세트시켰을때는 단품 국물양이 확연히 많았는데 단품만 시킬때는 국물양이 적더라구요 국물먹고싶어서 가는건데 이날은 뚝배기의  정도로 정말 적어서 기분 안좋게 먹었어요 반찬 셀프바도 있고요 여기 맛있어요 반찬 고런데 직원분들이 계속 카운터 앞쪽에 계셔서 눈치보여욬ㅋ,0
친절하시고 맛도 괜찮아요,1
좋아요 ㅋㅋ 저녁시간한산하고 푸짐 가성비좋아요,1
고기가 진짜 좋음,1
프라이빗 분위기에 좋아요 고기도 맛있습이다,1
첫번째 사진삼겹살 둘 가브리살 하나 시켰는데 비계 잔뜩이어서 바꿔달라함 두번째 사진바꿔준 삼겹살 보니까 차이 심각 세번째 사진이 리뷰를 올려야겠다고 생각한 계기 여기 음식 재활용 하시나봐요 애호박 조각마다 익은 색깔 정도 차이가 심각ㅋ 진짜 뭐 하나 시킬때마다 차이가 느껴지도록 주는 음식점 처음 봄,0
맛있고 친절합니다 김치가 맛나요 콜키지 무료도 좋구요,1
진짜 한우 맛고여 국내산 돈육 맞아요 왜냐면 제가 마장동 출신이라 정확하게 보거든요 고기품질 진심 이집 고기 맛나네요,1
맛있어요 소고기 짱 점심도 맛있어요,1
분위기도 좋구 너무 맛있어요,1
너무 맛있어요,1
강력 추천합니다 회식이나 모임 장소로 너무 좋아요,1
강남역 근처에 있어서 오기도 편하고 맛도 좋네요  삼겹살이랑 와인 조합이 이렇게 좋을줄은 몰랐네요ㅋㅋㅋ,1
목살도 맛있고 삼겹살도 맛있고  찌개랑 다 넘무넘모 맛있어요 후식 밀면 까지 순삭 하고 왔어요  회식하기도 좋고 집 근처 맛집 생겨서 넘 행복해요 배달도 한다는데 얼른 했으묜,1
시끄럽지 않아 이야기 나누기 좋고 피자 도우가 쫀득하고 맛있어요 봉골레랑 리조또는 쏘쏘였습니다 다음에 가면 인 피자 할 것 같아요 ㅎㅎ,1
제발 직원 교육좀 제대로 기분 더럽게 만들어줘서 다신 안감 홀매니전지 뭔지 접대와 말투가 너무 기분나쁨 맛은 있어요 기억나는건 키 안큰 여직원이라는거,0
가게 입장하니 쿰쿰한 내음새에 별론데 직원분들 친절하고 요리 너무 맛있어 감동 와인은 리스트가 별로 가격도 별로 맥주드세요,1
도우가 정말 쫄깃하고 맛있어요 식전빵 찍어먹는 오일두,1
피자 빵도우 토마토화이트 소스의 맛이 아주 예술이었음,1
확실히 점심 할인 피자 먹으면 가성비가 좋아요 봉골레는 그냥 그러니 피자 먹는걸 추천 가게 분위기는 약간 어수선해요,1
화덕피자 레전드 맛집 ㅜㅜ 정말 재료가 신선하다는 느낌을 이집에서 느낄 수 있음 별거없어보이는데 진짜 신선하고 맛있고 촉촉하고 개인적으론 에피타이저랑 피자 맛집 특히 런치타임에 가면 이 피자를 만원 초반에 먹을 수 있다는 갓갓갓성비 나는 저녁값으로도 먹지만런치로 먹으면 무조건 만족할만함 파스타는 쏘쏘,1
여기 보다 맛있는 봉골레는 찾기 힘들듯 식전빵도 너무 맛있음,1
피자맛있어요,1
지난달에 방문했음 음식 먹는 중 지인 등 뒤로 바퀴벌레 지난가는걸 봄 혹여 다른 손님들에게 피해갈까봐 조용히 직원 부름 직원이 아무렇지 않게 잡음 죄송하다는 말 한마디 없음 계산할때까지 아무말 없음 계산 다 한 후에 말하니 자기는 몰랐다고 하며 고작 음료수값 빼준다는 식으로 말함 됐다하고 다신 안오겠다는 마음으로 나옴  내 인생 최악의 피자집,0
전화받는 남자분 불친절 포장할거라고 피자 뭐가 맛있냐 질문 달랑 하나했는데 전화통화 오래못한다고 메뉴 보고 전화다시 달라함 ㅎ 주인인거 같았음 다신 안갈듯,0
